id,y_true,y_pred
304226,0.32,0.41086298
382632,0.66,0.6396949
348686,0.46,0.49893603
342317,0.31,0.3669394
295516,0.22,0.2349431
152965,0.28,0.3034972
466976,0.51,0.4415712
205447,0.41,0.45303404
266355,0.34,0.33700162
77381,0.35,0.31935644
367814,0.39,0.32533976
162888,0.37,0.3359711
24057,0.33,0.32859057
58446,0.37,0.40963256
220251,0.35,0.3187288
66659,0.15,0.23596573
468348,0.44,0.41086298
139844,0.17,0.2349431
195117,0.35,0.25977054
361783,0.39,0.3085505
214893,0.17,0.25803414
157682,0.51,0.46347192
268133,0.21,0.24697597
50935,0.5,0.44195887
127049,0.58,0.34042493
173592,0.6,0.5190398
309755,0.25,0.31763276
252179,0.56,0.4781269
229099,0.41,0.31124288
121396,0.29,0.32837448
236552,0.54,0.42014113
141178,0.29,0.32286888
69264,0.65,0.43543082
142291,0.36,0.281695
154971,0.44,0.32439223
249623,0.87,0.6819085
284378,0.36,0.32607254
277862,0.38,0.37402895
115918,0.44,0.4125732
53153,0.02,0.17980208
490693,0.67,0.552244
165871,0.09,0.21069708
41246,0.25,0.25215673
485055,0.29,0.3135141
191924,0.37,0.35795444
463350,0.17,0.2349431
403513,0.72,0.61529243
356063,0.04,0.18931292
477372,0.27,0.3094355
119325,0.26,0.29842165
23467,0.39,0.45401582
160970,0.34,0.31546828
186433,0.44,0.44195887
255382,0.46,0.46272984
325595,0.42,0.44696558
214761,0.09,0.16633408
262848,0.57,0.5035059
77554,0.3,0.38320047
505285,0.52,0.39093488
256493,0.04,0.16293427
476691,0.53,0.45465842
27142,0.16,0.20298077
506829,0.22,0.31728655
6209,0.47,0.40986818
295176,0.35,0.3357343
154031,0.3,0.30149913
451250,0.34,0.3988573
37400,0.36,0.3569577
462087,0.18,0.29786935
34289,0.22,0.32484263
372460,0.08,0.18391351
59866,0.3,0.35409683
260072,0.44,0.45501015
379625,0.4,0.45152053
101385,0.17,0.21670458
147946,0.42,0.33321628
343931,0.6,0.4161443
360888,0.56,0.34324932
247080,0.28,0.30811536
213033,0.25,0.3111827
251664,0.34,0.32991102
96341,0.42,0.32626376
13040,0.26,0.29669788
356005,0.15,0.20298077
435278,0.22,0.25727975
131723,0.26,0.31974092
483384,0.62,0.5189094
13101,0.38,0.34812894
38490,0.56,0.45277733
36945,0.53,0.57299036
441538,0.31,0.2776317
238335,0.59,0.5547475
335438,0.04,0.18461485
206824,0.25,0.29588577
117422,0.63,0.56868213
439208,0.44,0.44206375
306575,0.19,0.22972402
110516,0.29,0.43984243
185186,0.13,0.20497213
155293,0.33,0.40736312
66409,0.39,0.35636252
181901,0.51,0.42838645
182790,0.47,0.35890847
503990,0.27,0.25985572
66590,0.22,0.2908026
357336,0.27,0.32837448
340284,0.66,0.5602768
104018,0.38,0.3493938
274796,0.53,0.35958838
179449,0.61,0.3244179
332659,0.26,0.32904932
215326,0.41,0.41007838
198960,0.25,0.2847484
142469,0.54,0.49651244
1114,0.34,0.31647468
168015,0.17,0.3004983
69778,0.22,0.3168883
253503,0.34,0.34008354
388478,0.48,0.43769762
373783,0.28,0.33162788
394748,0.75,0.6505746
347779,0.02,0.18051821
35635,0.5,0.44206375
175756,0.43,0.40811962
164713,0.08,0.22734162
240753,0.16,0.25863925
260511,0.48,0.44769803
244275,0.27,0.31162784
416008,0.43,0.4581409
430287,0.22,0.2509266
461266,0.21,0.34375355
228112,0.2,0.34031835
17490,0.58,0.42489284
119136,0.22,0.2964337
377975,0.27,0.25977054
370527,0.35,0.31328237
283339,0.38,0.351495
370648,0.24,0.3381627
504344,0.17,0.2349431
411919,0.04,0.17174439
293756,0.17,0.2277115
304596,0.5,0.4160273
503938,0.54,0.5190776
410298,0.31,0.30549812
362832,0.56,0.49893603
121793,0.28,0.31929246
164802,0.74,0.552244
505653,0.51,0.3467929
2173,0.32,0.35590377
304949,0.27,0.33810306
16358,0.34,0.38310558
178641,0.61,0.44426745
281994,0.26,0.28523597
266562,0.68,0.58482826
295414,0.36,0.31124675
230026,0.37,0.46334448
286392,0.15,0.23261099
514190,0.19,0.2490808
390778,0.61,0.3388731
446671,0.37,0.32837448
20884,0.37,0.45666978
468028,0.27,0.25238496
159134,0.58,0.382183
286583,0.56,0.40995094
170309,0.26,0.21942843
75067,0.23,0.2306629
316749,0.34,0.31762663
404915,0.34,0.32710057
509588,0.37,0.31591675
52670,0.21,0.23085117
304941,0.23,0.3062695
220337,0.17,0.20497213
138560,0.35,0.311744
294556,0.55,0.4415712
85048,0.06,0.20064434
361662,0.06,0.1883238
132058,0.29,0.31328237
175474,0.51,0.45925292
246828,0.76,0.5778169
428789,0.44,0.3440329
503248,0.34,0.41627377
31835,0.25,0.32344094
415322,0.34,0.28259063
325577,0.68,0.63544554
227780,0.51,0.4567791
331437,0.46,0.34922853
171262,0.07,0.16633408
352817,0.44,0.41510004
159001,0.42,0.36863795
162959,0.27,0.32139206
497425,0.2,0.32747248
487094,0.21,0.22287068
323865,0.55,0.50602525
76062,0.36,0.40568525
198415,0.66,0.6156951
181929,0.39,0.4426571
265259,0.29,0.31328237
86911,0.25,0.44170678
273885,0.39,0.3707211
212833,0.71,0.5711216
435089,0.61,0.45611557
361569,0.28,0.3130271
21700,0.07,0.17884846
266704,0.25,0.251191
48821,0.49,0.4955121
343698,0.31,0.3333189
508167,0.41,0.41408476
406997,0.2,0.2541998
176618,0.18,0.34567988
33839,0.58,0.49339074
334597,0.39,0.37123775
357279,0.47,0.3833677
416087,0.27,0.30062371
373283,0.54,0.3679834
241648,0.36,0.33364427
145494,0.51,0.44973743
369839,0.15,0.30334505
338337,0.25,0.25215673
484258,0.18,0.2277115
89207,0.26,0.29355496
448849,0.29,0.31003243
174959,0.05,0.18193674
237658,0.45,0.45799384
441631,0.57,0.44236082
396581,0.43,0.34189543
475981,0.55,0.42474627
457575,0.23,0.25291112
493493,0.29,0.4331183
17233,0.09,0.18051821
496953,0.22,0.31071255
413545,0.31,0.30767092
223566,0.43,0.31334636
194140,0.35,0.3267531
16070,0.37,0.45401582
123861,0.21,0.24687186
78645,0.41,0.30926916
220583,0.27,0.3052755
272642,0.35,0.33755222
482617,0.29,0.29299825
98936,0.34,0.34118247
115029,0.6,0.43314186
407340,0.29,0.3483734
363802,0.28,0.37440878
27167,0.0,0.21514629
458451,0.31,0.3117202
381370,0.28,0.3154582
117981,0.19,0.2037627
466364,0.52,0.42444482
378697,0.38,0.32421908
517212,0.37,0.36739704
156272,0.32,0.38818514
28291,0.64,0.5759619
105811,0.44,0.33336583
400673,0.24,0.33574033
317546,0.49,0.44346592
191281,0.34,0.32626376
412455,0.37,0.33162788
504284,0.25,0.30776435
470730,0.26,0.25291112
244393,0.21,0.23596573
430385,0.4,0.37123775
120656,0.6,0.43529925
217608,0.57,0.44134423
465612,0.42,0.40314406
99766,0.21,0.4395756
468071,0.11,0.21369264
243382,0.31,0.34618443
112802,0.33,0.31003243
58471,0.37,0.32904932
37057,0.24,0.31071255
300685,0.19,0.21621984
473329,0.11,0.22975239
381544,0.52,0.3686529
231227,0.18,0.29961503
331317,0.53,0.458413
131822,0.35,0.35677776
174948,0.39,0.30767092
47796,0.5,0.44191667
274546,0.46,0.44550726
80300,0.45,0.33642983
440154,0.57,0.36241385
233140,0.13,0.22972402
409668,0.37,0.32891414
502366,0.45,0.44191667
61343,0.16,0.30982712
236359,0.46,0.34992337
9207,0.52,0.45493293
476897,0.6,0.5813977
40063,0.46,0.3543959
453110,0.34,0.3077034
318285,0.23,0.34567988
84161,0.4,0.34292597
256996,0.36,0.38320047
443844,0.36,0.32657605
483045,0.32,0.33230323
35236,0.27,0.30876845
419995,0.33,0.30988932
52814,0.24,0.3052755
231810,0.38,0.3406499
333806,0.43,0.44143227
230961,0.26,0.21791464
257597,0.31,0.317892
59098,0.35,0.28776476
486844,0.15,0.20609912
153276,0.17,0.23143359
355941,0.69,0.6066137
127684,0.04,0.16528556
494223,0.31,0.29986933
432481,0.42,0.36535865
455862,0.22,0.31974262
386214,0.27,0.31071255
440572,0.33,0.31328237
146471,0.12,0.22415644
471072,0.49,0.44843176
305075,0.72,0.5692315
477952,0.39,0.34297153
84803,0.24,0.23173457
299096,0.03,0.17785025
329850,0.23,0.31728655
528,0.28,0.3286514
76433,0.33,0.31546828
276607,0.58,0.5625183
99654,0.61,0.37629163
117049,0.44,0.4931668
178654,0.26,0.31221834
451290,0.64,0.42313537
219732,0.14,0.2047321
513327,0.29,0.33039087
197604,0.37,0.39105543
37957,0.04,0.21924132
498977,0.29,0.33574033
336401,0.24,0.31059638
5506,0.63,0.36290258
191539,0.45,0.40284616
408996,0.21,0.3349093
195040,0.12,0.19347358
153058,0.77,0.63127846
334539,0.26,0.30136913
454254,0.3,0.35498407
367134,0.05,0.16498812
433845,0.3,0.32607254
383845,0.1,0.3644274
436120,0.69,0.59090424
386959,0.31,0.33558273
320483,0.47,0.33927864
426718,0.49,0.45077845
172920,0.28,0.4315299
89479,0.29,0.3065337
327256,0.51,0.42838645
307225,0.08,0.18391351
239876,0.54,0.54381776
328197,0.47,0.49083728
455833,0.12,0.18598334
383587,0.36,0.33642983
393249,0.28,0.35590377
78403,0.27,0.31762663
298856,0.35,0.32710057
295309,0.06,0.21624099
338329,0.69,0.41266048
142576,0.23,0.31153008
198566,0.01,0.18839951
243350,0.39,0.3174822
513659,0.36,0.45877826
288754,0.72,0.56812125
315282,0.28,0.30926916
336023,0.59,0.43810186
404016,0.29,0.31974092
310825,0.5,0.4922429
26739,0.31,0.33472556
98744,0.6,0.5829093
219179,0.67,0.46333712
157055,0.18,0.2294514
19624,0.19,0.30014414
290047,0.28,0.2540949
179482,0.23,0.31071255
462654,0.21,0.1847142
305533,0.36,0.31680647
171284,0.22,0.34882697
216523,0.48,0.46334448
392600,0.77,0.6505746
346348,0.22,0.30153292
430001,0.24,0.3287037
63263,0.36,0.34866828
360111,0.55,0.4208848
460419,0.41,0.32820293
141930,0.36,0.31124288
83873,0.21,0.311744
59555,0.3,0.33746037
350591,0.42,0.3681003
227771,0.2,0.3392326
124049,0.39,0.313727
168211,0.71,0.4498545
64409,0.57,0.44087562
75084,0.19,0.22972402
249229,0.22,0.19789185
399759,0.21,0.30987173
360321,0.17,0.19696179
300050,0.13,0.22140896
99828,0.23,0.32837448
295477,0.38,0.31197742
75096,0.37,0.33755222
513649,0.34,0.31328237
12861,0.29,0.32358217
224067,0.32,0.301838
397038,0.34,0.34862852
20617,0.57,0.44019377
202373,0.19,0.25977054
506876,0.02,0.18136261
474975,0.67,0.5813977
436518,0.33,0.31807813
39264,0.65,0.50278
72668,0.38,0.31935644
270962,0.16,0.20700611
160501,0.26,0.24966303
43352,0.17,0.23596573
13554,0.06,0.19296259
240735,0.45,0.325986
283680,0.24,0.30506736
411069,0.48,0.44191667
109515,0.28,0.28706113
279743,0.4,0.3645846
115884,0.41,0.34968728
29945,0.37,0.45654142
259632,0.53,0.49893603
231654,0.18,0.23715968
436114,0.28,0.29789272
385040,0.45,0.49590492
255332,0.57,0.31719166
479394,0.22,0.23596573
257832,0.59,0.558112
484115,0.26,0.316013
238816,0.3,0.31212562
415727,0.44,0.35082123
218691,0.35,0.31815305
437591,0.06,0.1644761
442802,0.21,0.34882697
374578,0.3,0.3517501
434365,0.34,0.41070276
366075,0.31,0.31807813
155970,0.04,0.18136261
51606,0.65,0.48162648
225876,0.82,0.6584707
408957,0.43,0.3251567
49904,0.21,0.22459906
263864,0.14,0.21210161
512619,0.54,0.4250319
458643,0.0,0.30036575
149032,0.51,0.45303404
487488,0.8,0.64958596
16759,0.32,0.30076262
202713,0.03,0.16560224
369454,0.45,0.41434842
452794,0.6,0.4415712
136494,0.4,0.30564082
497844,0.4,0.3707211
158193,0.52,0.31281364
57903,0.03,0.11905797
371263,0.45,0.41788632
379076,0.52,0.5280489
81473,0.25,0.31645662
303795,0.44,0.3327177
336292,0.59,0.4251133
28513,0.34,0.305985
100685,0.46,0.459072
488238,0.06,0.18092822
164352,0.14,0.2349431
355190,0.26,0.34969696
190407,0.29,0.3074213
6705,0.69,0.48797742
122411,0.35,0.30639696
411789,0.45,0.41919577
131800,0.09,0.16644664
194436,0.31,0.30988932
8126,0.62,0.57100594
17823,0.14,0.18710758
2690,0.5,0.45375815
207632,0.24,0.22727476
214403,0.18,0.20041174
129877,0.34,0.3154582
491952,0.61,0.35958838
32358,0.61,0.4410222
306746,0.73,0.6370593
86127,0.33,0.34253764
504232,0.62,0.57999426
374878,0.34,0.31248635
392013,0.26,0.30662346
314540,0.15,0.2268655
444562,0.18,0.21591885
458855,0.41,0.33339682
443220,0.5,0.4250319
485973,0.16,0.33808568
386443,0.59,0.5094391
272539,0.32,0.35637993
23512,0.26,0.3045619
102435,0.3,0.33642983
414324,0.18,0.22925696
76271,0.34,0.31221834
86099,0.02,0.21940824
181753,0.46,0.3482595
276604,0.12,0.24177589
150551,0.36,0.3018127
385427,0.36,0.35407606
35442,0.06,0.18858624
92729,0.43,0.37938428
277101,0.21,0.2550212
307081,0.22,0.31294197
323546,0.57,0.44359434
225273,0.37,0.32009196
376046,0.47,0.37440878
278755,0.07,0.20298077
407226,0.17,0.22925696
440442,0.5,0.4408799
399004,0.31,0.3415931
35200,0.24,0.32837448
178518,0.46,0.3678466
232989,0.37,0.33794647
327962,0.47,0.29619688
110939,0.79,0.65063256
115843,0.38,0.40173504
209638,0.21,0.25214937
119037,0.33,0.4303512
337033,0.1,0.39490655
348788,0.21,0.3486312
450458,0.25,0.31162784
378527,0.34,0.313727
316139,0.34,0.33682454
184940,0.36,0.35214892
74445,0.41,0.31334636
3054,0.47,0.37731388
183384,0.46,0.41070276
466946,0.35,0.31153008
200215,0.2,0.29150304
157401,0.49,0.46225724
319253,0.22,0.21940824
399566,0.31,0.30811805
28925,0.07,0.16972217
455604,0.33,0.4444014
423118,0.43,0.38723168
94724,0.26,0.31928858
198115,0.47,0.36389315
484868,0.13,0.16899754
231772,0.37,0.44287074
79032,0.3,0.30431297
264980,0.5,0.46946713
134494,0.32,0.33581856
45895,0.41,0.4441685
290104,0.17,0.20609912
201994,0.25,0.34089008
44380,0.58,0.40811962
124475,0.06,0.18197674
333157,0.24,0.30610391
501613,0.44,0.34253764
276288,0.29,0.23173457
295076,0.34,0.33574033
403326,0.45,0.4578664
355080,0.22,0.317892
232837,0.57,0.44066864
98051,0.28,0.3773103
58176,0.49,0.36478037
117520,0.15,0.24156186
406593,0.16,0.23147151
62547,0.59,0.44191667
449655,0.38,0.3359711
311647,0.43,0.35515615
193217,0.36,0.3668348
102457,0.75,0.6215968
429757,0.53,0.43716183
347543,0.69,0.58187455
172731,0.59,0.4553927
198986,0.23,0.33162788
333222,0.44,0.42179346
198843,0.37,0.3359711
500708,0.33,0.3296584
474988,0.09,0.16292396
116280,0.19,0.22727476
325143,0.18,0.24966303
445510,0.31,0.32809603
50509,0.41,0.44191667
235924,0.17,0.21670458
102384,0.54,0.45638627
513019,0.58,0.42823204
489061,0.38,0.37123775
290004,0.73,0.5625279
42151,0.15,0.20064434
435983,0.18,0.2037627
246044,0.3,0.34948364
21284,0.42,0.46374643
34265,0.42,0.33642983
472407,0.4,0.38752687
434233,0.22,0.2926922
65094,0.47,0.37867874
166105,0.32,0.3071842
398480,0.25,0.2349431
126125,0.43,0.40173504
435851,0.09,0.20064434
24830,0.23,0.22485283
56604,0.41,0.37884083
238665,0.3,0.30912828
302625,0.36,0.24783
496255,0.58,0.4399147
246110,0.3,0.3135141
84462,0.6,0.44811168
48970,0.05,0.1847142
334878,0.57,0.4160273
218236,0.16,0.20064434
222365,0.65,0.5200892
282074,0.21,0.27436116
93748,0.6,0.5238645
330669,0.42,0.442014
175584,0.2,0.3921653
14486,0.38,0.32567233
93851,0.38,0.40568525
86998,0.42,0.3773103
372230,0.2,0.30357063
112922,0.14,0.21924725
352476,0.24,0.31213838
424743,0.31,0.32451418
84156,0.17,0.25215673
47033,0.62,0.41266048
175903,0.26,0.35835862
213985,0.02,0.17885877
511487,0.51,0.4342749
444603,0.45,0.42313537
100418,0.23,0.24987036
493653,0.47,0.33463237
135521,0.4,0.41086298
179866,0.61,0.4175284
47450,0.27,0.29804128
343020,0.44,0.4444014
132234,0.64,0.49878946
256575,0.21,0.23511985
418091,0.36,0.36766666
206693,0.49,0.37747568
107579,0.3,0.3484553
127077,0.61,0.428093
127470,0.2,0.3296211
271520,0.13,0.24156186
262234,0.47,0.34297153
177051,0.21,0.17174439
510060,0.3,0.30149913
86354,0.57,0.38880655
267382,0.68,0.598604
92883,0.57,0.36920223
420537,0.34,0.33317643
64730,0.38,0.31044438
240833,0.12,0.21663989
54875,0.75,0.560369
256981,0.17,0.20587568
510517,0.52,0.44668597
77705,0.21,0.33574033
224569,0.26,0.31357193
317215,0.34,0.317892
509842,0.27,0.30668002
251372,0.19,0.21374223
221712,0.15,0.21975231
132683,0.11,0.23596573
273236,0.39,0.33642983
338905,0.38,0.35431486
237094,0.41,0.31762663
85781,0.49,0.37869576
400524,0.43,0.40484065
506131,0.06,0.16899754
224197,0.09,0.21374223
293820,0.51,0.4415712
34150,0.4,0.32859057
151024,0.35,0.35845524
406794,0.46,0.37066832
74288,0.28,0.31351438
231565,0.18,0.23587562
399981,0.46,0.4214639
503047,0.54,0.52764606
393302,0.16,0.3236367
194463,0.43,0.30149913
429825,0.38,0.44191667
133814,0.23,0.2349431
245694,0.42,0.25414416
403657,0.13,0.2349431
407046,0.24,0.30987173
486667,0.22,0.2388247
476960,0.43,0.4232628
262220,0.63,0.51409906
235825,0.59,0.49565044
214151,0.54,0.49893603
152348,0.58,0.44489262
428303,0.61,0.56812125
350017,0.4,0.32957673
136217,0.32,0.2776317
104182,0.34,0.34598345
37898,0.23,0.23733643
72864,0.35,0.31033903
380269,0.34,0.3517501
103617,0.58,0.36290258
54403,0.5,0.45375815
363417,0.26,0.22663406
419704,0.35,0.3184729
502188,0.21,0.22925696
422485,0.39,0.35103625
136613,0.45,0.46334448
511412,0.12,0.25075468
491970,0.68,0.54381776
335946,0.14,0.18846081
230385,0.42,0.30628106
305522,0.07,0.16899754
487788,0.25,0.2644508
426946,0.15,0.21381544
194483,0.28,0.25296718
40689,0.28,0.351495
115287,0.36,0.3681003
140737,0.45,0.4342749
515428,0.41,0.47133592
393364,0.06,0.18237114
306352,0.42,0.49067923
68298,0.59,0.42489284
255946,0.38,0.2926922
104401,0.41,0.36432162
410295,0.39,0.31657225
464934,0.44,0.3712818
383424,0.51,0.3362499
293205,0.43,0.3587016
62694,0.63,0.46514937
156599,0.16,0.2349431
229059,0.37,0.32051164
327848,0.22,0.33574033
96970,0.02,0.19523771
85578,0.17,0.20665611
399466,0.14,0.20609912
388886,0.6,0.42838645
315478,0.39,0.23140281
456516,0.6,0.44696558
241261,0.27,0.3099433
468761,0.22,0.2482922
72154,0.27,0.3194415
175424,0.38,0.30987173
249680,0.25,0.33650923
502906,0.17,0.34427536
41414,0.32,0.31990263
118839,0.41,0.3796847
264908,0.4,0.3359711
155986,0.38,0.3465657
367481,0.89,0.651864
36780,0.71,0.6753018
94973,0.19,0.18839951
113131,0.49,0.361322
21490,0.63,0.5675409
333762,0.52,0.45303404
102199,0.17,0.20298077
50286,0.24,0.25803414
112045,0.48,0.42517847
199526,0.04,0.16871724
79631,0.59,0.37518752
459056,0.49,0.44191667
390941,0.48,0.44142464
30771,0.37,0.35367417
109087,0.2,0.30411655
335916,0.43,0.35368422
313854,0.42,0.35873404
77325,0.23,0.22984263
480646,0.25,0.32949623
356864,0.23,0.21514629
192840,0.52,0.3205847
101725,0.31,0.32987374
202275,0.63,0.4160273
320901,0.41,0.35643214
308025,0.28,0.30987173
182528,0.71,0.53023106
64061,0.41,0.37882695
182253,0.28,0.3154582
64441,0.25,0.33039087
369133,0.07,0.18197674
460918,0.32,0.3285897
354447,0.31,0.32747248
71954,0.24,0.32451418
125655,0.39,0.28866306
436781,0.17,0.19522175
60845,0.15,0.1803141
234683,0.52,0.42692608
385295,0.45,0.4512036
414659,0.07,0.16560224
152223,0.4,0.35590377
480622,0.27,0.30766258
473378,0.57,0.4160273
212937,0.43,0.4507192
241447,0.35,0.30809304
368249,0.52,0.4128301
102,0.47,0.41179988
35942,0.37,0.31003243
434710,0.73,0.5969522
16617,0.3,0.3157491
240924,0.21,0.33755222
87381,0.38,0.44089648
83989,0.58,0.60611814
211471,0.46,0.4541462
255730,0.18,0.23717918
90360,0.22,0.245782
165743,0.16,0.25977054
516907,0.31,0.34579235
278921,0.36,0.4015529
398876,0.53,0.45375815
457428,0.49,0.45357946
288230,0.35,0.32391736
159483,0.27,0.32227787
199963,0.28,0.30549812
152357,0.31,0.33472556
492433,0.27,0.31003243
106965,0.12,0.19433242
278454,0.42,0.35636252
49667,0.37,0.45666978
512472,0.32,0.359932
465839,0.25,0.31763276
248655,0.39,0.38625813
156749,0.38,0.32905328
481834,0.24,0.25215673
44839,0.36,0.3773103
227610,0.36,0.32859057
26995,0.55,0.4982219
391514,0.34,0.3486312
133974,0.42,0.42935047
99267,0.29,0.33216503
435609,0.3,0.310928
375316,0.54,0.42517847
375681,0.6,0.31719166
501341,0.31,0.33307147
147819,0.06,0.16644664
490684,0.24,0.2557794
503413,0.48,0.45375815
461297,0.47,0.42828447
157211,0.63,0.4699121
72294,0.28,0.32243234
156987,0.31,0.31546828
516381,0.37,0.45303404
135865,0.26,0.24258448
178934,0.15,0.25426683
489045,0.44,0.45529577
1322,0.26,0.358914
399927,0.29,0.31376204
66681,0.44,0.3367056
245850,0.46,0.42901883
34425,0.24,0.31620166
126829,0.24,0.31949908
57269,0.38,0.31230763
270740,0.08,0.28916803
73835,0.45,0.3115139
73724,0.04,0.1882644
389429,0.22,0.3054055
