id,y_true,y_pred
46661,0.28,0.2938895
158881,0.3,0.27945146
464608,0.02,0.084021196
345567,0.39,0.29576457
481309,0.6,0.55093986
51540,0.13,0.15627997
372372,0.46,0.5556953
244324,0.46,0.41106942
307032,0.53,0.678682
302257,0.36,0.35620487
487180,0.82,0.58751744
64020,0.19,0.13139583
64783,0.19,0.1574948
344136,0.21,0.2519154
411607,0.34,0.388136
25783,0.55,0.5603382
61616,0.33,0.31980473
403928,0.21,0.3298009
374954,0.35,0.34463412
113233,0.32,0.30706567
358907,0.29,0.24526392
388560,0.2,0.24595024
32782,0.86,0.83770305
276375,0.43,0.34304184
208279,0.41,0.42622265
19727,0.36,0.36020145
260574,0.34,0.32211226
48030,0.45,0.388136
466713,0.58,0.46832713
182647,0.46,0.36445117
216555,0.43,0.39847997
43181,0.31,0.2974537
327887,0.26,0.26719612
304226,0.32,0.41845042
382632,0.66,0.7236458
348686,0.46,0.5286075
342317,0.31,0.36749306
295516,0.22,0.18879677
152965,0.28,0.2464808
466976,0.51,0.5458594
205447,0.41,0.41101453
266355,0.34,0.33704317
77381,0.35,0.2927764
367814,0.39,0.3388061
162888,0.37,0.37076434
24057,0.33,0.35575226
58446,0.37,0.4131887
220251,0.35,0.32087272
66659,0.15,0.20125239
468348,0.44,0.4157596
139844,0.17,0.18504447
195117,0.35,0.26030913
361783,0.39,0.39724955
214893,0.17,0.24104641
157682,0.51,0.46848702
268133,0.21,0.20163262
50935,0.5,0.48880544
127049,0.58,0.55655724
173592,0.6,0.5921363
309755,0.25,0.2974537
252179,0.56,0.49621093
229099,0.41,0.33120894
121396,0.29,0.28784856
236552,0.54,0.4848394
141178,0.29,0.3260715
69264,0.65,0.5687857
142291,0.36,0.33483902
154971,0.44,0.47177762
249623,0.87,0.83770305
284378,0.36,0.31776103
277862,0.38,0.3744755
115918,0.44,0.3419411
53153,0.02,0.074826
490693,0.67,0.63270426
165871,0.09,0.14204793
41246,0.25,0.23473176
485055,0.29,0.2452255
191924,0.37,0.35332313
463350,0.17,0.1939525
403513,0.72,0.73547107
356063,0.04,0.05210428
477372,0.27,0.3491164
119325,0.26,0.25500873
23467,0.39,0.4504427
160970,0.34,0.3138018
186433,0.44,0.4848394
255382,0.46,0.49610183
325595,0.42,0.42342427
214761,0.09,0.07455703
262848,0.57,0.5805252
77554,0.3,0.37952638
505285,0.52,0.4131887
256493,0.04,0.05907744
476691,0.53,0.48293462
27142,0.16,0.13810296
506829,0.22,0.26890394
6209,0.47,0.42687088
295176,0.35,0.37076434
154031,0.3,0.3120321
451250,0.34,0.37076434
37400,0.36,0.3367297
462087,0.18,0.22084562
34289,0.22,0.22309782
372460,0.08,0.10162355
59866,0.3,0.34104759
260072,0.44,0.4745245
379625,0.4,0.47203058
101385,0.17,0.16589405
147946,0.42,0.33003667
343931,0.6,0.5603382
360888,0.56,0.47203058
247080,0.28,0.31202784
213033,0.25,0.3138018
251664,0.34,0.3490734
96341,0.42,0.33308938
13040,0.26,0.30676067
356005,0.15,0.12568007
435278,0.22,0.24650794
131723,0.26,0.27315184
483384,0.62,0.596754
13101,0.38,0.33781895
38490,0.56,0.5026845
36945,0.53,0.64085186
441538,0.31,0.3017573
238335,0.59,0.5703117
335438,0.04,0.10065817
206824,0.25,0.32211226
117422,0.63,0.6014696
439208,0.44,0.48493412
306575,0.19,0.1729327
110516,0.29,0.3121351
185186,0.13,0.13823403
155293,0.33,0.40000218
66409,0.39,0.37477848
181901,0.51,0.5551568
182790,0.47,0.35823134
503990,0.27,0.32211226
66590,0.22,0.2464808
357336,0.27,0.27714175
340284,0.66,0.6237644
104018,0.38,0.48868278
274796,0.53,0.5407072
179449,0.61,0.55903953
332659,0.26,0.37733656
215326,0.41,0.4709192
198960,0.25,0.26771337
142469,0.54,0.5447005
1114,0.34,0.39339665
168015,0.17,0.20286141
69778,0.22,0.3079343
253503,0.34,0.38254893
388478,0.48,0.4468139
373783,0.28,0.2927764
394748,0.75,0.73039496
347779,0.02,0.059459303
35635,0.5,0.48853645
175756,0.43,0.4335574
164713,0.08,0.18761294
240753,0.16,0.20286141
260511,0.48,0.40847245
244275,0.27,0.2452255
416008,0.43,0.48869634
430287,0.22,0.22260858
461266,0.21,0.22531258
228112,0.2,0.30154818
17490,0.58,0.5424804
119136,0.22,0.26955754
377975,0.27,0.23065208
370527,0.35,0.31149426
283339,0.38,0.37477848
370648,0.24,0.25016788
504344,0.17,0.19109213
411919,0.04,0.10883623
293756,0.17,0.167685
304596,0.5,0.5551568
503938,0.54,0.6105815
410298,0.31,0.28784856
362832,0.56,0.5551568
121793,0.28,0.27494526
164802,0.74,0.6360969
505653,0.51,0.4847944
2173,0.32,0.36500806
304949,0.27,0.22090042
16358,0.34,0.45776677
178641,0.61,0.56762636
281994,0.26,0.23149414
266562,0.68,0.67256004
295414,0.36,0.2971972
230026,0.37,0.4919401
286392,0.15,0.1694939
514190,0.19,0.22152123
390778,0.61,0.5687365
446671,0.37,0.2927764
20884,0.37,0.45520344
468028,0.27,0.22249584
159134,0.58,0.49858662
286583,0.56,0.48035774
170309,0.26,0.18654834
75067,0.23,0.18287459
316749,0.34,0.3166763
404915,0.34,0.323999
509588,0.37,0.32211226
52670,0.21,0.18504447
304941,0.23,0.2927764
220337,0.17,0.13823403
138560,0.35,0.26796523
294556,0.55,0.5547594
85048,0.06,0.12396062
361662,0.06,0.11170253
132058,0.29,0.31980473
175474,0.51,0.44483072
246828,0.76,0.66601443
428789,0.44,0.4192062
503248,0.34,0.30605605
31835,0.25,0.27945146
415322,0.34,0.386985
325577,0.68,0.6886087
227780,0.51,0.5394085
331437,0.46,0.39158198
171262,0.07,0.08534635
352817,0.44,0.50674844
159001,0.42,0.4741173
162959,0.27,0.3062836
497425,0.2,0.31327558
487094,0.21,0.17256804
323865,0.55,0.5668415
76062,0.36,0.39000535
198415,0.66,0.6972119
181929,0.39,0.46848702
265259,0.29,0.3112198
86911,0.25,0.420189
273885,0.39,0.39974156
212833,0.71,0.63509876
435089,0.61,0.6068743
361569,0.28,0.26243407
21700,0.07,0.05213502
266704,0.25,0.22123037
48821,0.49,0.49630564
343698,0.31,0.33915868
508167,0.41,0.42622265
406997,0.2,0.30785686
176618,0.18,0.23622972
33839,0.58,0.6424691
334597,0.39,0.37733656
357279,0.47,0.45778203
416087,0.27,0.24032167
373283,0.54,0.491831
241648,0.36,0.31860217
145494,0.51,0.41229984
369839,0.15,0.22749214
338337,0.25,0.2243175
484258,0.18,0.16131824
89207,0.26,0.21528785
448849,0.29,0.31953028
174959,0.05,0.055228017
237658,0.45,0.47102833
441631,0.57,0.4719375
396581,0.43,0.35823134
475981,0.55,0.5286075
457575,0.23,0.22409573
493493,0.29,0.30715224
17233,0.09,0.061457712
496953,0.22,0.2927764
413545,0.31,0.3201201
223566,0.43,0.31953028
194140,0.35,0.331069
16070,0.37,0.4414854
123861,0.21,0.20407209
78645,0.41,0.36445117
220583,0.27,0.24476036
272642,0.35,0.2746544
482617,0.29,0.24526392
98936,0.34,0.4414854
115029,0.6,0.497804
407340,0.29,0.3471033
363802,0.28,0.3364985
27167,0.0,0.16431196
458451,0.31,0.32293648
381370,0.28,0.29722616
117981,0.19,0.13139583
466364,0.52,0.4844218
378697,0.38,0.31355003
517212,0.37,0.3295307
156272,0.32,0.35884774
28291,0.64,0.66387004
105811,0.44,0.4144191
400673,0.24,0.28462613
317546,0.49,0.31870955
191281,0.34,0.3263748
412455,0.37,0.29188055
504284,0.25,0.29576457
470730,0.26,0.24526392
244393,0.21,0.19941086
430385,0.4,0.39188495
120656,0.6,0.6014696
217608,0.57,0.50676286
465612,0.42,0.40335405
99766,0.21,0.28784856
468071,0.11,0.1295843
243382,0.31,0.33655575
112802,0.33,0.31301218
58471,0.37,0.37477848
37057,0.24,0.26685444
300685,0.19,0.18840393
473329,0.11,0.17688301
381544,0.52,0.5577166
231227,0.18,0.22079593
331317,0.53,0.5603382
131822,0.35,0.33662167
174948,0.39,0.31860217
47796,0.5,0.4718707
274546,0.46,0.4844218
80300,0.45,0.37952638
440154,0.57,0.3783142
233140,0.13,0.17566201
409668,0.37,0.29129052
502366,0.45,0.46807984
61343,0.16,0.24226324
236359,0.46,0.34258848
9207,0.52,0.4919401
476897,0.6,0.65338206
40063,0.46,0.35388002
453110,0.34,0.31273773
318285,0.23,0.23622972
84161,0.4,0.33704317
256996,0.36,0.39764014
443844,0.36,0.3310926
483045,0.32,0.331069
35236,0.27,0.2519154
419995,0.33,0.31585756
52814,0.24,0.24054289
231810,0.38,0.3314717
333806,0.43,0.45400438
230961,0.26,0.15759885
257597,0.31,0.3305737
59098,0.35,0.2938895
486844,0.15,0.1336012
153276,0.17,0.18306914
355941,0.69,0.6725546
127684,0.04,0.084021196
494223,0.31,0.22353742
432481,0.42,0.39188495
455862,0.22,0.3175335
386214,0.27,0.28462613
440572,0.33,0.30785686
146471,0.12,0.17442437
471072,0.49,0.4668442
305075,0.72,0.65274745
477952,0.39,0.41478023
84803,0.24,0.18840393
299096,0.03,0.04687273
329850,0.23,0.26474488
528,0.28,0.3477044
76433,0.33,0.32012063
276607,0.58,0.5971074
99654,0.61,0.4716234
117049,0.44,0.52646935
178654,0.26,0.325244
451290,0.64,0.48297963
219732,0.14,0.17235664
513327,0.29,0.3201201
197604,0.37,0.38668203
37957,0.04,0.14534247
498977,0.29,0.28784856
336401,0.24,0.25847867
5506,0.63,0.57578385
191539,0.45,0.4378566
408996,0.21,0.2525408
195040,0.12,0.15738672
153058,0.77,0.7846638
334539,0.26,0.26890394
454254,0.3,0.3301482
367134,0.05,0.08601106
433845,0.3,0.3302704
383845,0.1,0.16641492
436120,0.69,0.59563875
386959,0.31,0.3138018
320483,0.47,0.47304794
426718,0.49,0.5066538
172920,0.28,0.29690766
89479,0.29,0.31240693
327256,0.51,0.5551568
307225,0.08,0.11116082
239876,0.54,0.6611459
328197,0.47,0.5068575
455833,0.12,0.10029839
383587,0.36,0.37477848
393249,0.28,0.36020145
78403,0.27,0.30785686
298856,0.35,0.32087272
295309,0.06,0.15229544
338329,0.69,0.5547594
142576,0.23,0.28784856
198566,0.01,0.11425287
243350,0.39,0.3000741
513659,0.36,0.4745245
288754,0.72,0.6108575
315282,0.28,0.35378215
336023,0.59,0.52860725
404016,0.29,0.26955754
310825,0.5,0.52860725
26739,0.31,0.32528117
98744,0.6,0.60644186
219179,0.67,0.59755194
157055,0.18,0.17661239
19624,0.19,0.26399612
290047,0.28,0.21873789
179482,0.23,0.2927764
462654,0.21,0.123798415
305533,0.36,0.34218577
171284,0.22,0.22407652
216523,0.48,0.48031273
392600,0.77,0.74640167
346348,0.22,0.22231773
430001,0.24,0.25660104
63263,0.36,0.33929455
360111,0.55,0.5672105
460419,0.41,0.34930128
141930,0.36,0.32400364
83873,0.21,0.26796523
59555,0.3,0.3424583
350591,0.42,0.4144191
227771,0.2,0.34929514
124049,0.39,0.32950655
168211,0.71,0.6659848
64409,0.57,0.556779
75084,0.19,0.1729327
249229,0.22,0.11409067
399759,0.21,0.2887172
360321,0.17,0.10828576
300050,0.13,0.13842723
99828,0.23,0.2930814
295477,0.38,0.32438502
75096,0.37,0.28462613
513649,0.34,0.31953028
12861,0.29,0.28549477
224067,0.32,0.388136
397038,0.34,0.34550518
20617,0.57,0.49760017
202373,0.19,0.24226324
506876,0.02,0.090128645
474975,0.67,0.6517042
436518,0.33,0.31240693
39264,0.65,0.5580638
72668,0.38,0.2927764
270962,0.16,0.15900856
160501,0.26,0.22050507
43352,0.17,0.19507208
13554,0.06,0.13810296
240735,0.45,0.388136
283680,0.24,0.23523529
411069,0.48,0.46397448
109515,0.28,0.25792378
279743,0.4,0.388136
115884,0.41,0.388136
29945,0.37,0.41855797
259632,0.53,0.5458594
231654,0.18,0.19979109
436114,0.28,0.22079593
385040,0.45,0.49610183
255332,0.57,0.50279355
479394,0.22,0.19507208
257832,0.59,0.57990164
484115,0.26,0.3336377
238816,0.3,0.3181303
415727,0.44,0.4081422
218691,0.35,0.31607455
437591,0.06,0.07050009
442802,0.21,0.23744656
374578,0.3,0.35065338
434365,0.34,0.4291869
366075,0.31,0.31240693
155970,0.04,0.0914467
51606,0.65,0.6650852
225876,0.82,0.8023618
408957,0.43,0.38990122
49904,0.21,0.16982028
263864,0.14,0.14312018
512619,0.54,0.5407072
458643,0.0,0.27494526
149032,0.51,0.42342427
487488,0.8,0.74640167
16759,0.32,0.22260858
202713,0.03,0.052496232
369454,0.45,0.36749306
452794,0.6,0.5259472
136494,0.4,0.38488606
497844,0.4,0.4105654
158193,0.52,0.35730395
57903,0.03,0.04119
371263,0.45,0.4192062
379076,0.52,0.6113212
81473,0.25,0.28303382
303795,0.44,0.38297573
336292,0.59,0.56762636
28513,0.34,0.32737094
100685,0.46,0.5123536
488238,0.06,0.07069513
164352,0.14,0.18879677
355190,0.26,0.32732072
190407,0.29,0.25132173
6705,0.69,0.6746748
122411,0.35,0.33201697
411789,0.45,0.44985402
131800,0.09,0.09044867
194436,0.31,0.30973423
8126,0.62,0.59563875
17823,0.14,0.1273968
2690,0.5,0.48880544
207632,0.24,0.17442437
214403,0.18,0.10427466
129877,0.34,0.2843077
491952,0.61,0.55493504
32358,0.61,0.5458594
306746,0.73,0.7127152
86127,0.33,0.32676932
504232,0.62,0.65447676
374878,0.34,0.33003667
392013,0.26,0.25132173
314540,0.15,0.16943626
444562,0.18,0.18531758
458855,0.41,0.31355003
443220,0.5,0.54408616
485973,0.16,0.22482103
386443,0.59,0.5884468
272539,0.32,0.34277177
23512,0.26,0.24226324
102435,0.3,0.37952638
414324,0.18,0.18542491
76271,0.34,0.3260295
86099,0.02,0.15842257
181753,0.46,0.35378215
276604,0.12,0.20641148
150551,0.36,0.34258372
385427,0.36,0.34227502
35442,0.06,0.07653183
92729,0.43,0.36749306
277101,0.21,0.24032167
307081,0.22,0.29632854
323546,0.57,0.5394085
225273,0.37,0.31355003
376046,0.47,0.33624116
278755,0.07,0.1364225
407226,0.17,0.17937724
440442,0.5,0.4847303
399004,0.31,0.3008112
35200,0.24,0.2930814
178518,0.46,0.388136
232989,0.37,0.4101501
327962,0.47,0.48880544
110939,0.79,0.733224
115843,0.38,0.41229984
209638,0.21,0.25792378
119037,0.33,0.4172175
337033,0.1,0.18524879
348788,0.21,0.22870901
450458,0.25,0.25016788
378527,0.34,0.3263748
316139,0.34,0.33436647
184940,0.36,0.32528117
74445,0.41,0.30785686
3054,0.47,0.497804
183384,0.46,0.44404212
466946,0.35,0.2930814
200215,0.2,0.2927764
157401,0.49,0.5769432
319253,0.22,0.15785946
399566,0.31,0.38322937
28925,0.07,0.10441086
455604,0.33,0.41446114
423118,0.43,0.4192062
94724,0.26,0.31240693
198115,0.47,0.35224783
484868,0.13,0.10767934
231772,0.37,0.46930343
79032,0.3,0.24960124
264980,0.5,0.56740856
134494,0.32,0.30764773
45895,0.41,0.40534383
290104,0.17,0.13823403
201994,0.25,0.25176018
44380,0.58,0.42687088
124475,0.06,0.06506174
333157,0.24,0.25194713
501613,0.44,0.3237699
276288,0.29,0.18082754
295076,0.34,0.2843077
403326,0.45,0.4848394
355080,0.22,0.33033997
232837,0.57,0.4018081
98051,0.28,0.37152854
58176,0.49,0.39188495
117520,0.15,0.1912487
406593,0.16,0.17280929
62547,0.59,0.46832713
449655,0.38,0.35176197
311647,0.43,0.35218403
193217,0.36,0.39182165
102457,0.75,0.7015
429757,0.53,0.44483072
347543,0.69,0.59187365
172731,0.59,0.6123604
198986,0.23,0.27494526
333222,0.44,0.4425147
198843,0.37,0.36428595
500708,0.33,0.31043884
474988,0.09,0.054133452
116280,0.19,0.17002723
325143,0.18,0.21908776
445510,0.31,0.22556363
50509,0.41,0.46695334
235924,0.17,0.16874678
102384,0.54,0.52860725
513019,0.58,0.55655724
489061,0.38,0.388136
290004,0.73,0.6346041
42151,0.15,0.13139583
435983,0.18,0.11845346
246044,0.3,0.34115562
21284,0.42,0.4718707
34265,0.42,0.37742588
472407,0.4,0.38346523
434233,0.22,0.28451377
65094,0.47,0.41258737
166105,0.32,0.25016788
398480,0.25,0.18879677
126125,0.43,0.43123567
435851,0.09,0.13126476
24830,0.23,0.18042266
56604,0.41,0.43372548
238665,0.3,0.29188055
302625,0.36,0.32349545
496255,0.58,0.42342427
246110,0.3,0.25016788
84462,0.6,0.56728756
48970,0.05,0.111766085
334878,0.57,0.5407072
218236,0.16,0.11783642
222365,0.65,0.5959014
282074,0.21,0.3492453
93748,0.6,0.614951
330669,0.42,0.5150159
175584,0.2,0.40534383
14486,0.38,0.3069882
93851,0.38,0.38457564
86998,0.42,0.39494425
372230,0.2,0.3467101
112922,0.14,0.15353218
352476,0.24,0.25722644
424743,0.31,0.3223934
84156,0.17,0.22455357
47033,0.62,0.5458594
175903,0.26,0.34069708
213985,0.02,0.057078995
511487,0.51,0.4718707
444603,0.45,0.4847944
100418,0.23,0.30706567
493653,0.47,0.40847245
135521,0.4,0.41229984
179866,0.61,0.4718707
47450,0.27,0.22750668
343020,0.44,0.44936016
132234,0.64,0.55093986
256575,0.21,0.2076516
418091,0.36,0.40301642
206693,0.49,0.48976675
107579,0.3,0.33723155
127077,0.61,0.5603382
127470,0.2,0.3367297
271520,0.13,0.18504447
262234,0.47,0.41855797
177051,0.21,0.125607
510060,0.3,0.31327558
86354,0.57,0.4847303
267382,0.68,0.633124
92883,0.57,0.48880544
420537,0.34,0.38323966
64730,0.38,0.31202784
240833,0.12,0.16258606
54875,0.75,0.6502877
256981,0.17,0.15805791
510517,0.52,0.5259472
77705,0.21,0.29188055
224569,0.26,0.29300395
317215,0.34,0.3201201
509842,0.27,0.23622972
251372,0.19,0.1740597
221712,0.15,0.16131824
132683,0.11,0.19236828
273236,0.39,0.36050442
338905,0.38,0.38983998
237094,0.41,0.31985265
85781,0.49,0.48431268
400524,0.43,0.40330946
506131,0.06,0.111777864
224197,0.09,0.16840538
293820,0.51,0.5458594
34150,0.4,0.3770336
151024,0.35,0.3744755
406794,0.46,0.42193642
74288,0.28,0.32712743
231565,0.18,0.18088111
399981,0.46,0.4414854
503047,0.54,0.6413383
393302,0.16,0.27315184
194463,0.43,0.3112198
429825,0.38,0.4718707
133814,0.23,0.19161251
245694,0.42,0.394431
403657,0.13,0.19742759
407046,0.24,0.2887172
486667,0.22,0.19248714
476960,0.43,0.4711665
262220,0.63,0.61751664
235825,0.59,0.55655724
214151,0.54,0.5407072
152348,0.58,0.5006161
428303,0.61,0.61940825
350017,0.4,0.40940788
136217,0.32,0.31980473
104182,0.34,0.3407532
37898,0.23,0.20762216
72864,0.35,0.35417873
380269,0.34,0.34995365
103617,0.58,0.57578385
54403,0.5,0.49630564
363417,0.26,0.18840393
419704,0.35,0.316152
502188,0.21,0.17551617
422485,0.39,0.36445117
136613,0.45,0.48293462
511412,0.12,0.22231773
491970,0.68,0.6611459
335946,0.14,0.14247324
230385,0.42,0.388136
305522,0.07,0.11474437
487788,0.25,0.25016788
426946,0.15,0.13842723
194483,0.28,0.21662536
40689,0.28,0.388136
115287,0.36,0.4144191
140737,0.45,0.4718707
515428,0.41,0.50279355
393364,0.06,0.0914467
306352,0.42,0.49621093
68298,0.59,0.5551568
255946,0.38,0.27315184
104401,0.41,0.35616457
410295,0.39,0.388136
464934,0.44,0.4442097
383424,0.51,0.40149012
293205,0.43,0.4131887
62694,0.63,0.6021734
156599,0.16,0.18410377
229059,0.37,0.3251358
327848,0.22,0.26771337
96970,0.02,0.12109107
85578,0.17,0.15229544
399466,0.14,0.13823403
388886,0.6,0.5547594
315478,0.39,0.35538587
456516,0.6,0.40687013
241261,0.27,0.26030913
468761,0.22,0.20042194
72154,0.27,0.2927764
175424,0.38,0.2938726
249680,0.25,0.22206531
502906,0.17,0.2235922
41414,0.32,0.3201201
118839,0.41,0.46422178
264908,0.4,0.3744755
155986,0.38,0.35388002
367481,0.89,0.81915116
36780,0.71,0.81915116
94973,0.19,0.12396062
113131,0.49,0.49868134
21490,0.63,0.58751744
333762,0.52,0.43123567
102199,0.17,0.12568007
50286,0.24,0.24032167
112045,0.48,0.55448896
199526,0.04,0.1002775
79631,0.59,0.4317483
459056,0.49,0.4709192
390941,0.48,0.5407072
30771,0.37,0.35388002
109087,0.2,0.18529947
335916,0.43,0.37019148
313854,0.42,0.39212462
77325,0.23,0.19161251
480646,0.25,0.30871832
356864,0.23,0.17228898
192840,0.52,0.48880544
101725,0.31,0.2926213
202275,0.63,0.5543133
320901,0.41,0.40149012
308025,0.28,0.29395005
182528,0.71,0.61182415
64061,0.41,0.41661867
182253,0.28,0.26685444
64441,0.25,0.333941
369133,0.07,0.06551464
460918,0.32,0.3424431
354447,0.31,0.31149426
71954,0.24,0.32438502
125655,0.39,0.2980948
436781,0.17,0.08534635
60845,0.15,0.08880349
234683,0.52,0.5259472
385295,0.45,0.473141
414659,0.07,0.052496232
152223,0.4,0.39158198
480622,0.27,0.3263748
473378,0.57,0.556432
212937,0.43,0.45400438
241447,0.35,0.2780104
368249,0.52,0.55448896
102,0.47,0.4050384
35942,0.37,0.31640184
434710,0.73,0.66601443
16617,0.3,0.31035116
240924,0.21,0.27049625
87381,0.38,0.45400438
83989,0.58,0.66410714
211471,0.46,0.4238274
255730,0.18,0.17817423
90360,0.22,0.1927321
165743,0.16,0.24153851
516907,0.31,0.35388002
278921,0.36,0.39015797
398876,0.53,0.5006161
457428,0.49,0.4847303
288230,0.35,0.34198052
159483,0.27,0.31531972
199963,0.28,0.28784856
152357,0.31,0.3272728
492433,0.27,0.3178131
106965,0.12,0.093378514
278454,0.42,0.37152854
49667,0.37,0.4397429
512472,0.32,0.4144191
465839,0.25,0.30212384
248655,0.39,0.38668203
156749,0.38,0.32717535
481834,0.24,0.22382827
44839,0.36,0.35884774
227610,0.36,0.35575226
26995,0.55,0.5529691
391514,0.34,0.2464808
133974,0.42,0.45048472
99267,0.29,0.2978857
435609,0.3,0.3284783
375316,0.54,0.5458594
375681,0.6,0.50676286
501341,0.31,0.3596363
147819,0.06,0.09050932
490684,0.24,0.21570554
503413,0.48,0.49858662
461297,0.47,0.4981313
157211,0.63,0.5766389
72294,0.28,0.3008112
156987,0.31,0.3293513
516381,0.37,0.4144191
135865,0.26,0.20558104
178934,0.15,0.23981814
489045,0.44,0.47163945
1322,0.26,0.37742588
399927,0.29,0.3166763
66681,0.44,0.5427875
245850,0.46,0.5394085
34425,0.24,0.2950326
126829,0.24,0.29722616
57269,0.38,0.33723155
270740,0.08,0.22152123
73835,0.45,0.31306645
73724,0.04,0.062191073
389429,0.22,0.2519154
